speaker,line,season,episode,scene_count,line_count
doofenshmirtz,oh stop panicking francis. i haven't even touched the main stabilizers you know... yet.,season_3,57,35,176
phineas,perry must have crossed... here.,season_3,57,37,179
baljeet,maybe there is another way over.,season_3,57,37,180
isabella,looks pretty rickety.,season_3,57,37,181
phineas,perry!,season_3,57,37,182
buford,hey! hey! there he is!,season_3,57,37,183
isabella,my gosh you were right. hey it's this way. come on let's go!,season_3,57,37,184
phineas,perry must be scared. we're coming for you buddy!,season_3,57,38,186
carl,too easy.,season_3,57,38,187
carl,sorry about your friends agent p. i'm evil what can i say? oh the new robots. yeah i had some free time. and now you're going to give me a hand. literally.,season_3,57,40,190
carl,new recruits huh? i see you want to do this the hard way. charge!,season_3,57,41,192
phineas,we've gotta get back to perry somehow!,season_3,57,41,193
baljeet,i think we have a problem here.,season_3,57,41,194
buford,no kidding. ladies and gentlemen brains.,season_3,57,41,195
carl,give it up agent p.,season_3,57,42,197
baljeet,this would be quite fun it wasn't terrifying!,season_3,57,44,200
phineas,everybody get behind me! hang on.,season_3,57,44,201
baljeet,lucky for us this quicksand broke our fall.,season_3,57,45,203
major monogram,you modified the horn?,season_3,57,46,205
doofenshmirtz,that's what i needed the stabilizer for.,season_3,57,46,206
doofenshmirtz,we live! see? see one day you're gonna look back on this and laugh.,season_3,57,47,208
major monogram,i assure you for the rest of my life every time i look back on this i will personally drive over to your house and smack you.,season_3,57,47,209
major monogram,is that thing ready?,season_3,57,48,211
doofenshmirtz,i i still need a few parts.,season_3,57,48,212
major monogram,no problem. we're surrounded by parts.,season_3,57,48,213
doofenshmirtz,if you can manage it i need a ball-joint compressor.,season_3,57,48,214
major monogram,catch.,season_3,57,49,216
doofenshmirtz,thanks,season_3,57,49,217
monogram robot,put 'em up handsome.,season_3,57,49,218
phineas robot,i know what i am going to destroy today.,season_3,57,50,220
candace robot,you're busted.,season_3,57,51,222
candace,ooh-ooh! you saved me. why did you sacrifice yourself?,season_3,57,51,223
candace robot,no jeremy robot for me.,season_3,57,51,224
candace,jeremy?,season_3,57,51,225
candace robot,jeremy.,season_3,57,51,226
jeremy,hey it's me. so i was trying to tell you before but we kept breaking up. sorry i missed you at the airport. i got caught up with my band but i can't wait for you to hear the song we recorded. i wrote it just for you. call me when you can. i miss you.,season_3,57,51,227
candace,wait jeremy didn't break up with me?,season_3,57,51,228
candace robot,call him.,season_3,57,51,229
candace,jeremy? jeremy! oh it's so good to talk to you. no i'm so sorry about that. i was just on the top of a tree and i didn't have any service. and then i...,season_3,57,52,231
phineas,isabella anything in the fireside manual about escaping from quicksand?,season_3,57,52,232
isabella,i'll bring it up at the next meeting.,season_3,57,52,233
buford,hey guys i landed up here. should i come down?,season_3,57,52,234
baljeet,no! throw down that vine. no! just one end.,season_3,57,52,235
buford,okay but i don't know what you're gonna do with half of a vine.,season_3,57,52,236
baljeet,is it me? it is him right?,season_3,57,52,237
phineas,buford pull.,season_3,57,52,238
phineas,on the vine.,season_3,57,53,240
buford,oops sorry.,season_3,57,53,241
phineas,it's him.,season_3,57,53,242
buford,here we go.,season_3,57,53,243
baljeet,oh man i have never been pantsed by a continent before.,season_3,57,53,244
buford,don't feel bad when we got out of here i was gonna do that to you anyway.,season_3,57,53,245
major monogram,hurry up heinz.,season_3,57,54,247
doofenshmirtz,okay i-i just need one more thing. a small piece of tape.,season_3,57,54,248
major monogram,tape?,season_3,57,54,249
doofenshmirtz,yeah you know any any kind of adhesive anything. a sticker adhesive bandage uh... oh. this'll do. that's it the re-good-inator it's finished. wait wait hold on. behold the re-good-in...,season_3,57,54,250
major monogram,heinz just shoot carl with it!,season_3,57,54,251
doofenshmirtz,yeah see that's the problem. it's mounted to the deck and i can't swivel it. bit of an oversight i guess.,season_3,57,54,252
major monogram,what? where's it pointed?,season_3,57,54,253
doofenshmirtz,uh right at that x-shaped rock. wow how serendipitous.,season_3,57,54,254
monogram,great googly-moogly! heinz hold down the fort.,season_3,57,54,255
doofenshmirtz,wait we have a fort? what am i doing out here?,season_3,57,54,256
monogram,agent p i need you to get evil carl in front of that x. and yes i wear a leotard under my nehru jacket. quickly we'll only get one shot.,season_3,57,54,257
carl,finish them. finish them!,season_3,57,54,258
carl,i will have that paw print! those digits are mine! you're running out of room agent p. now let's get this over with.,season_3,57,55,260
computer,awaiting paw print. ,season_3,57,56,262
doofenshmirtz,he's coming into range.,season_3,57,56,264
major monogram,pull agent p. pull!,season_3,57,56,265
carl,oops.,season_3,57,57,267
doofenshmirtz,he backed out of range!,season_3,57,57,268
major monogram,all is lost.,season_3,57,57,269
doofenshmirtz,he wants me to take the shot.,season_3,57,58,271
major monogram,what's the point? he's out of range.,season_3,57,58,272
doofenshmirtz,i'm going to take it.,season_3,57,58,273
major monogram,game over man!,season_3,57,58,274
carl,what?,season_3,57,59,276
major monogram,boo-yah!,season_3,57,60,278
doofenshmirtz,what a marksman!,season_3,57,60,279
major monogram,well it only points at one place.,season_3,57,60,280
doofenshmirtz,you can't give me anything can you?,season_3,57,60,281
carl,...what happened?,season_3,57,60,282
major monogram,carl! how are you feeling kid?,season_3,57,60,283
carl,i feel... good!,season_3,57,60,284
monogram,oh i'm glad. now clean up this mess you've made.,season_3,57,60,285
carl,yes sir.,season_3,57,60,286
major monogram,oh and carl?,season_3,57,60,287
carl,yes major?,season_3,57,60,288
major monogram,uh recent events have brought it to my attention that you're a great help to me. and uh not quite sure what i'd do without you in fact.,season_3,57,60,289
carl,really?,season_3,57,60,290
major monogram,yes and... and as of this moment i am officially promoting you to the title of paid intern.,season_3,57,60,291
carl,th-th-thank you sir.,season_3,57,60,292
major monogram,you understand we won't actually be paying you. it's just a title.,season_3,57,60,293
carl,of course sir. whoo-hoo!,season_3,57,60,294
major monogram,good work agent p. you'll come back on the jet with us. obviously we can't have you...,season_3,57,60,295
phineas,perry! perry!,season_3,57,60,296
major monogram,go on you've earned it.,season_3,57,61,298
major monogram,come on we've got to get out of here. we'll just use the jet's big magnet to pick up all this stuff.,season_3,57,62,300
doofenshmirtz,wait wait; you guys are going to give me a ride back aren't you?,season_3,57,62,301
major monogram,sure heinz; after all home is where the prisons are.,season_3,57,62,302
doofenshmirtz,you're kidding right?,season_3,57,62,303
major monogram,do you want a ride or not?,season_3,57,62,304
doofenshmirtz,not if you're not kidding.,season_3,57,62,305
phineas,we're almost there! there you are perry!,season_3,57,64,308
phineas,he's here guys. he's really here!,season_3,57,65,310
candace,hey guys.,season_3,57,65,311
phineas isabella buford and baljeet,hi candace.,season_3,57,65,312
phineas,nice outfit. looks like you really embraced africa. now we just have to find our way out of the gorge.,season_3,57,65,313
candace,chill guys. i got this.,season_3,57,65,314
candace,don't worry it's just our ride.,season_3,57,66,316
phineas,great idea candace. you're a natural.,season_3,57,66,317
candace,i know right?,season_3,57,66,318
carl,sir there's something i still don't get. i'm absolutely positive agent p got hit with the go home-inator. so why did he end up in africa of all places?,season_3,57,67,320
major monogram,his family.,season_3,57,67,321
carl,sir?,season_3,57,67,322
major monogram,well they're here in africa. home is where the heart is carl.,season_3,57,67,323
carl,true sir.,season_3,57,67,324
major monogram,don't touch anything!,season_3,57,68,326
doofenshmirtz,i didn't!,season_3,57,68,327
linda,look at that. oh i got to say africa is unbelievable.,season_3,57,70,330
phineas,so wait how was the restaurant?,season_3,57,70,331
linda,eh not my thing.,season_3,57,70,332
lawrence,nothing to write home about.,season_3,57,70,333
baljeet,i guess it takes brawn and brains together to survive in the wild.,season_3,57,70,334
buford,whatever give me your food.,season_3,57,70,335
baljeet,alright.,season_3,57,70,336
isabella,hey iggy these s'mores are great.,season_3,57,70,337
ignatius,yeah they have my secret ingredient... grubs.,season_3,57,70,338
isabella,really? thank you africa!,season_3,57,70,339
phineas,hey can i have one for perry?,season_3,57,70,340
ignatius,i admit i have never really studied the platypus but i am absolutely shocked that this one somehow followed you all the way to africa. it seems... impossible.,season_3,57,70,341
ferb,well ever since george shaw wrote the first description of the platypus for highly skeptical european scientists in 1798 this unique creature has become synonymous with the word impossible.,season_3,57,70,342
phineas,you know ferb's right.,season_3,57,70,343
isabella buford and baljeet,yeah.,season_3,57,70,344
candace,really? you're all satisfied with that answer?,season_3,57,70,345
lawrence,alright well we're turning in.,season_3,57,70,346
buford,yeah me too.,season_3,57,70,347
phineas,'night.,season_3,57,70,348
candace,seriously a platypus crosses the atlantic ocean finds you on the vast continent of africa and no one feels this is worthy of a longer discussion?,season_3,57,70,349
phineas,it's been a long day candace go to sleep.,season_3,57,70,350
buford,yeah it'll probably all make sense in the morning.,season_3,57,70,351
candace,really? that's it? nobody's with me here?,season_3,57,70,352
phineas,okay give it a chance. we want your honest opinion.,season_3,58,1,1
ferb,we know it's a little weird.,season_3,58,1,2
girl 1,help help! is there a doctor in the house?,season_3,58,2,4
baljeet,i am a doctor. and yes i am single. what seems to be the problem here?,season_3,58,2,5
girl 1,i think i sprained my ankle.,season_3,58,2,6
baljeet,and you want me to take a look at it?,season_3,58,2,7
girl 1,no i want your brain.,season_3,58,2,8
girl 2,brains!,season_3,58,2,9
everyone from the beach,brains!,season_3,58,3,11
girl 1,brain.,season_3,58,3,12
baljeet,shape-shifting alien zombies fair enough but i must tell you that i am kind of using my brain right now.,season_3,58,3,13
baljeet,oh yeah and i'm also a ninja see.,season_3,58,4,15
narrator,dr. ninja baljeet! in color!,season_3,58,5,17
narrator,welcome to the klimpaloon and giant floating baby head hour! starring that magical old timey bathing suit that lives in the himalayas klimpaloon! and the inexplicable giant floating baby head. with tonight's guests dave and jim and the tri-state whimsy jugglers dexter thompson and his chocolate harmonica the musical stylings of bicentennial crab and featuring six of the original eight kimpaloon and the giant floating baby head dancers. and now here are your hosts the magical old-timey bathing suit that lives in the himalayas klimpaloon and the inexplicable giant floating baby head. ,season_3,58,6,19
norm,that's me!,season_3,58,8,30
suzy,norm if you're going to live here you can't just wander into jeremy's room like this! what if he found out about you? then he'd make you return to outer space!,season_3,58,9,32
norm,space is cold and unforgiving like my father!,season_3,58,9,33
suzy,oh no! it's jeremy! quick hide!,season_3,58,10,35
jeremy,suzy? is that you? what are you doing in my room?,season_3,58,11,37
suzy,i was just making you a surprise.,season_3,58,11,38
jeremy,a surprise? what is it?,season_3,58,11,39
suzy,well i was just making you your own entrance.,season_3,58,11,40
jeremy,holy guacamole! you sure are a handful. ,season_3,58,12,42
narrator,buford van stomm world renowned chef winner of the palme de mouton runner-up of the tri-state chili cook-off and master purveyor of cuisine to the crowned heads of--,season_3,58,14,45
buford,hey get that camera out of my face!,season_3,58,14,46
narrator,he's also kinda mean.,season_3,58,14,47
buford,you bet your boots.,season_3,58,14,48
narrator,today on your cooking stinks and so do you! van stomm will be critiquing the culinary stylings of master chef andré guilbaud creator of the legendary crepes guilbaud and his world renowned olive free olive loaf flavored olive.,season_3,58,14,49
narrator,coming your way this fall katt karr. the inexplicable story of a man whose car for some reason looks a lot like a cat. roger doofenshmirtz a politician of above-average attractiveness. on a never-ending crusade against the sinister evil cheesy smelling and for some reason dressed like a mouse professor nibbles. katt karr it's driving away from us.,season_3,58,15,51
narrator,poor ducky momo. are you lost?,season_3,58,17,56
ducky momo,,season_3,58,17,57
man,yes you are. ducky momo needs to get to the other side of the dumbledown river. can you help him find the butter-berry bridge?,season_3,58,17,58
kids,behind you ducky momo! it's behind you! yeah right there! right there ducky momo! it's right there! it's right there! behind you! right there behind you! behind you and to the left. your other left! right ther- behind you! behind you! no the other way. oh for pete's sake!,season_3,58,17,59
girl 3,uh-oh dr. baljeet! who are they?,season_3,58,18,61
baljeet,just some old friends. in post-apocalyptic battle gear. okay maybe friends is stretching it a bit.,season_3,58,18,62
girl 3,jeepers!,season_3,58,18,63
baljeet,gi hope you have got your carry on stowed because we are ready for take-off.,season_3,58,19,65
trucker 1,dude you are so lucky.,season_3,58,20,67
trucker 2,yeah i know. i gotta slow down.,season_3,58,20,68
girl 3,whoa that was close!,season_3,58,20,69
baljeet,as long as we are up here how about we fly to a little island i know?,season_3,58,20,70
girl 3,oh dr. baljeet.,season_3,58,20,71
baljeet,ninja.,season_3,58,20,72
girl 3,what?,season_3,58,20,73
baljeet,it is dr. ninja baljeet. you left off the ninja part.,season_3,58,20,74
girl 3,really?,season_3,58,20,75
baljeet,i did not go through six years of ninja school just to be called dr. baljeet. it is dr. ninja baljeet okay?,season_3,58,20,76
man 1,you know the guys on these sports team have some pretty funny names these days.,season_3,58,21,78
man 2,yeah like those hockey players.,season_3,58,22,80
man 1,no no those are just canadian names.,season_3,58,22,81
man 2,how about these jugglers folks?,season_3,58,23,83
suzy,you're much more fun than my other dolls.,season_3,58,24,85
norm,i'm honored!,season_3,58,24,86
suzy,yes. what do you think? ,season_3,58,24,87
norm,self-interest dictates a tactful reply.,season_3,58,24,88
jeremy,suzy? are you there?,season_3,58,24,89
suzy,yeah just a sec! ,season_3,58,24,90
jeremy,hey sis. i can't find my lucky baseball bat. i've looked everywhere. have you seen it?,season_3,58,24,91
suzy,uh... nope. nothing in here that would be of any interest to you.,season_3,58,24,92
jeremy,suzy you're acting kinda weird. you're not hiding anything are you?,season_3,58,24,93
suzy,no. get out of my room!,season_3,58,24,94
jeremy,holy guacamole! you sure are a handful. ,season_3,58,24,95
norm,look at me! i'm the life of the party!,season_3,58,24,96
suzy,my lamp needs a brighter bulb.,season_3,58,24,97
guilbaud,of course i'm a-prepared. i can de-bone herring in thirty-eight seconds and i can make five minute frosting in four minutes! look out van stomm. chef guilbaud is coming for you!,season_3,58,26,101
buford,who puts tofu on lasagna?!,season_3,58,26,102
guilbaud,i was just trying to be avantguard che--,season_3,58,26,103
buford,yeah people need to be ava-guarded from your food! ,season_3,58,26,104
guilbaud,clearly i have much to learn. ,season_3,58,26,105
roger,i don't know katt karr. we've been all over metroburg and still no sign of the sinister professor nibbles. got any ideas?,season_3,58,27,107
roger,saucer of milk? okay i don't see how that's gonna help but you're the car.,season_3,58,28,109
jeremy,hey suzy. what are you doing out here and what's with the lumpy table?,season_3,58,30,112
suzy,oh uh it's my lemonade stand.,season_3,58,30,113
jeremy,lemonade stand? where's the lemonade?,season_3,58,30,114
suzy,i... drink-ded it.,season_3,58,30,115
jeremy,holy guacamole! you sure are a handful. ,season_3,58,30,116
norm,i made more lemonade!,season_3,58,30,117
suzy,about time! we just lost a customer! now help me fix this lumpy table!,season_3,58,30,118
buford,look some people tend to think i'm a bit harsh with these guys. but here's how i see it. disgusting! utter garbage! raw sewage on a plate! it's really all about nurturing the talent.,season_3,58,31,120
roger,we've almost caught up with professor nibbles katt karr.,season_3,58,33,123
roger,bad katt karr! bad katt karr! no no!,season_3,58,34,125
man,poor ducky momo. still can't find the bridge? can you help him find the bridge?,season_3,58,36,128
ducky momo,,season_3,58,36,129
kids,behind you! it's behind you! oh for crying out loud just turn around! rotate your body! no not that way! where are you going?! the bridge is right here by us! we can see it from here!,season_3,58,36,130
boy,boy i'm hungry.,season_3,58,37,132
girl,me too.,season_3,58,37,133
both,hey! it's meap!,season_3,58,38,135
girl,meap did you bring something fun to eat?,season_3,58,38,136
meap,meap! meap!,season_3,58,38,137
children,yay meap's carbonated goulash!,season_3,58,38,138
advertiser,that's right kids! it's new deliciously carbonated meap goulash the goulash with foam! featuring quasar pork-rolls blackhole ham hunks death ray beef segments spaceship tofu and blue chimpanzee dna replicate helix marshmallow!,season_3,58,38,139
children,thanks meap!,season_3,58,38,140
girl,meap your goulash is--,season_3,58,38,141
meap,meap!,season_3,58,38,142
girl,you took the words right out of my mouth!,season_3,58,38,143
children,it's the goulash with foam!,season_3,58,38,144
advertiser,new meap carbonated goulash includes everything you see here except the bowl. batteries not included.,season_3,58,38,145
meap,meap!,season_3,58,39,147
narrator,we earn more patches before 9:00 am than most can in a lifetime. we dedicate our lives to be part of something greater than ourselves.,season_3,58,40,149
woman,you okay there big guy?,season_3,58,41,151
man,no!,season_3,58,41,152
narrator,with each patch earned a new skill beyond the ordinary. we are the few the relentless the fireside girls.,season_3,58,41,153
isabella,we also have sleepovers!,season_3,58,41,154
narrator,earn credits for middle school so talk to your local fireside recruiter today,season_3,58,41,155
man,tonight vance ward's exciting escape attempt while bob and junebug are sidelined after bob tries to maul celebrity judge sherman from the 80's band love händel. tonight on dancing with the bears.,season_3,58,42,157
baljeet,there is nothing to worry about way out here!,season_3,58,43,159
jeremy,well i guess he's really gone suzy. you've got to admit he was a lot of trouble. but deep down i'm gonna miss that big guy. come on let's go inside.,season_3,58,46,163
suzy,i'll be in in a minute.,season_3,58,46,164
jeremy,okay. ,season_3,58,46,165
suzy,okay he's gone you can come out now!,season_3,58,46,166
norm,that's great because i've got fireworks!,season_3,58,46,167
suzy,holy guacamole! you sure are a handful. ,season_3,58,46,168
guilbaud,it wasn't to what chef van stomm was saying. it was how he was saying it. so i decided to take his teachings to heart.,season_3,58,47,171
buford,and i couldn't be prouder!,season_3,58,48,173
reporter,huge meteor to impact the earth at 9 o'clock tonight. also who's this little fella and why is he in a bookcase? we'll have this story at ten.,season_3,58,49,175
roger,well nibbles it looks like you're caught like a rat in a trap. and you'll have plenty of time to gnaw on that in the state prison. and you'll be a rat in a you'll well... you know what? i'm out of rat metaphors. anyway thanks for all your help katt karr.,season_3,58,50,177
roger,oh let's pretend like didn't see that.,season_3,58,51,179
kids,what is he looking at?! that's not a bridge! what is that? that's a candy wrapper not a bridge! oh great! look at this! now where's he going?! get back here! where did he go? where did he go? how has he survives this long?,season_3,58,52,181
baljeet,so it turned out that the invasion was all just a big misunderstanding.,season_3,58,53,183
girl 4,so does that mean we're safe now?,season_3,58,53,184
baljeet,that all depends. do you want more carbonated goulash?,season_3,58,53,185
girl 4,i don't get it.,season_3,58,54,187
phineas,so! what do you think of ferb tv?,season_3,58,55,189
candace,,season_3,58,55,190
phineas,i think she liked it.,season_3,58,55,191
candace,taaaaa...,season_3,58,56,193
linda,again what am i looking at?,season_3,58,56,194
phineas,oh there you are perry! holy guacamole! you sure are a handful!,season_3,58,57,196
doofenshmirtz,oopsy-daisy.,season_3,59,1,1
candace,stacy? phineas and ferb! that was important! you guys are so gonna get it!! mom!,season_3,59,1,2
narrator,elsewhere in space.,season_3,59,1,3
candace,i think the boys are shooting green lasers in the backyard. look.,season_3,59,2,5
phineas,ferb i can totally see up your nose.,season_3,59,3,7
linda,hey kids how's the over-nighter going?,season_3,59,3,8
phineas,great mom everyone's helping even perry.,season_3,59,3,9
linda,candace do you remember two weeks ago when we wrote up this contract?,season_3,59,3,10
candace,the bust accord?,season_3,59,3,11
linda,and do you recall article twelve?,season_3,59,3,12
candace,yes i will not attempt to bust my brothers more than once a day. i remember. but--,season_3,59,3,13
linda,and what happened earlier today?,season_3,59,3,14
candace,i tried to show you a giant ant farm.,season_3,59,3,15
linda,excellent we have an understanding. now go to bed. you can try again tomorrow. ,season_3,59,3,16
candace,fine! i'll just wait till tomorrow. wait a minute at midnight it'll be tomorrow. i can just stay up and bust them.,season_3,59,3,17
baljeet?,this sleep over is a good idea.,season_3,59,3,18
buford,how are we all supposed to see thought that puny telescope?,season_3,59,3,19
phineas,the telescope is just to find the probe we launched seventeen months ago. then we can tap into the signal from deep space. and using dad's old projection screen and some fiber optics to relay the images from the probe we can view the galaxy in comfort from these lawn chairs.,season_3,59,3,20
candace,space probe? fiber optics? ooh i can smell a bust comin' tonight.,season_3,59,3,21
phineas,these joysticks should the space probe remotely.,season_3,59,3,22
buford,come on already! let's start lookin' for stuff.,season_3,59,3,23
isabella,buford i've never seen you so enthusiastic.,season_3,59,3,24
buford,i have my reasons.,season_3,59,3,25
baljeet,oh here we go again. he's going to tell the story of when he was abducted by aliens.,season_3,59,3,26
buford,it wasn't an abduction it was an encounter.,season_3,59,3,27
phineas,encounter?,season_3,59,3,28
buford,yeah i was walkin' out in the middle of the woods one night with my lucky tambourine.,season_3,59,3,29
buford,that's my story!,season_3,59,4,47
phineas,i didn't know you had a lucky tambourine.,season_3,59,4,48
baljeet,this whole story is ridiculous.,season_3,59,4,49
buford,no it's not! i have proof.,season_3,59,4,50
baljeet,ugh here comes the picture.,season_3,59,4,51
buford,see? i named him tristan.,season_3,59,4,52
baljeet,that is just a flamingo.,season_3,59,4,53
buford,tristan is not a flamingo he's from outer space and he's a whalemingo. but then he had to go home and i never saw him again. hey! what are you doin' with your hands?,season_3,59,4,54
baljeet,...mocking you.,season_3,59,4,55
buford,alright i'd be angry but i admire your honesty.,season_3,59,4,56
major monogram,there you are agent p. sorry to call you in a second time today but... oh this? it's- it's just an exfoliating mask. i have another ten minutes before i can peel it off or i get zero of the benefits. agent p we just got word that doof may have fired tomorrow's -inator today. this is a major breach in protocol. so give yourself a good slap in the face and get over there.,season_3,59,6,59
phineas,okay gang let's fire this thing up.,season_3,59,7,62
baljeet,wow.,season_3,59,8,64
isabella,ooh.,season_3,59,8,65
buford,oh. zoom in on the swirly thing. my gut tells me that's where the whalemingos are.,season_3,59,8,66
phineas,roger that. hey! it's our milkshake bar! and business seems to be booming.,season_3,59,8,67
buford,what about over to the left?,season_3,59,8,68
phineas,okay. wow.,season_3,59,8,69
isabella,yeah wow.,season_3,59,8,70
phineas,it's a whole planet of-,season_3,59,8,71
buford,...whalemingos.,season_3,59,8,72
baljeet,i do not believe it buford was right.,season_3,59,8,73
isabella,they're all so beautiful.,season_3,59,8,74
buford,tristan.,season_3,59,8,75
doofenshmirtz,perry the platypus? how did you get stuck in my double dutch machine? that's not even a trap. anyway what are you doing here? oh that. the beam that i shot through my roof? well that was just an accidental misfire from my sphere-attract-inator. luckily it was pointed up so it didn't hit anything. anyway i started thinking and realized the true measure of a man is having a world famous roadside attraction. but which one to choose? which one would be the most spectacular? then it hit me nothing brings them in like a big ball of twine. so that's why i built the sphere-attract-inator. to steal the worlds largest ball of twine! then all i need is some sort of road to put it beside. right?,season_3,59,11,85
phineas,i gotta admit buford i had my doubts but whalemingos are truly amazing.,season_3,59,12,87
buford,told ya.,season_3,59,12,88
buford,hey! why is everything all fuzzy?,season_3,59,13,90
phineas,i'm not sure let me back it up and we'll take a look.,season_3,59,13,91
buford,it looks like the planet's growing. planets do that right?,season_3,59,14,93
baljeet,it is not growing it is getting closer!,season_3,59,14,94
isabella,this sounds serious.,season_3,59,14,95
baljeet,ah! this is catastrophic! should we not do something? should no one inform the populous of the impending impact?,season_3,59,14,96
phineas,calm down baljeet. i'm sure the government scientists are already doing something.,season_3,59,14,97
scientist #1,duck and cover!,season_3,59,15,99
scientist #2,my watermelon!,season_3,59,15,100
baljeet,based on my calculations the planet will be here by midnight!,season_3,59,15,101
buford,that's great news!,season_3,59,15,102
baljeet,our planets are going to collide! you do know what that means?,season_3,59,15,103
buford,sure it's like when you have two sets of keys. and you keep one them in your car.,season_3,59,15,104
baljeet,no it means...no!! it means all life is going to be wiped out on both planets!,season_3,59,15,105
buford,guys we've gotta save tristan!,season_3,59,15,106
baljeet,anything else buford?,season_3,59,15,107
buford,and the earth.,season_3,59,15,108
doofenshmirtz,oh perry the platypus what do you say we open the up the roof and activate the sphere-attract-inator? then i can get a good nights rest before all the crowds arrive to see the world's biggest ball of--,season_3,59,15,109
isabella,what are we going to do?,season_3,59,16,119
phineas,we could use electro magnets if only we knew the planet's molecular density.,season_3,59,16,120
buford,i got a pail of water and a nest to make comfortable. i figure i can keep him in my garage 'till spring.,season_3,59,16,121
phineas,spring. spring! that's it. guys i know what we're gonna do tonight!,season_3,59,16,122
doofenshmirtz,oh sassy.,season_3,59,17,127
candace,i knew they'd practically bust themselves if i just waited long enough. you guys are so busted in like... nine minutes.,season_3,59,18,129
phineas,oh hey candace glad you're still up you'll get to see the cool planet coming directly at us. but don't worry we're building a giant spring to bounce it back into space where it came from.,season_3,59,18,130
candace,a spring? that's not vert scientific. but it is still bustable.,season_3,59,18,131
phineas,here comes the planet now.,season_3,59,18,132
buford,i can't wait 'till they get here. tristan!,season_3,59,18,133
candace,finally! it's tomorrow! mom! mom! what are you guys doing?,season_3,59,18,134
lawrence,oh hi honey we were just listening to some records. it's what we used to use for music when we were kids.,season_3,59,18,135
linda,candace i thought we had an understanding.,season_3,59,18,136
candace,yeah it's midnight tomorrow.,season_3,59,18,137
ferb,don't worry it'll be alright.,season_3,59,19,139
doofenshmirtz,the world's largest ball of twine is on its way! you'd better stand back it's supposed to be huge! what? that's it?,season_3,59,20,141
buford,goodbye tristan! remember me! ,season_3,59,21,143
doofenshmirtz,i got a twine ball bigger than this in my junk drawer.,season_3,59,21,144
doofenshmirtz,help me perry the platypus! i'm slipping! ,season_3,59,22,146
doofenshmirtz,i mean curse you perry the platypus!!,season_3,59,22,151
candace,hurry let's go! let's go!,season_3,59,22,152
linda,clearly we need a thirteenth amendment to the bust accord.,season_3,59,22,153
candace,moooooom?!,season_3,59,23,155
linda,you kids okay out here?,season_3,59,24,157
phineas,yeah we're great!,season_3,59,24,158
buford,we saw a giant planet filled with whalemingos.,season_3,59,24,159
linda,whalemingos huh? why don't you all come on in for a midnight snack. wash your hands. especially you buford.,season_3,59,24,160
phineas,hey sleepy head do you want a snack too?,season_3,59,25,162
buford,so then the seamstress walks back into the stateroom and says 'titanium'? i thought she said 'cranium'! hahaha yeah. pretty good punch line huh?,season_3,60,1,1
baljeet,yes. all you need now is the first part and then you will have a whole joke.,season_3,60,1,2
phineas,hey look everyone ferb and perry are back.,season_3,60,1,3
buford,hey ferb!,season_3,60,1,4
isabella,what'cha doin' back from debate camp so soon?,season_3,60,1,5
ferb,we finished earlier than expected.,season_3,60,1,6
debater,you're right. judges he's right. he's changed my entire world-view. thank you.,season_3,60,2,8
judge 1,it's so beautiful.,season_3,60,2,9
judge 2,that kid is in it to win it dawg.,season_3,60,2,10
phineas,you're just in time for acorn nut muffins made out of the training nuts from yesterday!,season_3,60,3,12
ferb,training nuts? okay what did i miss?,season_3,60,3,13
phineas,it all started simply enough.,season_3,60,3,14
phineas,i'd gotten up early to help isabella earn her surf patch.,season_3,60,4,16
isabella,thanks for helping me earn my surf patch!,season_3,60,4,17
phineas,my schedule's wide open. here take a look at this. i figured i'd make a few prototypes and once you pick your favorite we'll design your board to look just like it.,season_3,60,4,18
isabella,awww they're so cute and tiny a squirrel could surf on them. now if we only had a box of squirrels.,season_3,60,4,19
baljeet,we found a box of squirrels!,season_3,60,5,21
buford,yeah right next to a box of scorpions which is what i wanted to bring over.,season_3,60,5,22
baljeet,buford i won rochambeau fair and square.,season_3,60,5,23
isabella,what's rochambeau?,season_3,60,5,24
phineas,rock-paper-scissors!,season_3,60,5,25
isabella,why didn't he just say that?,season_3,60,5,26
buford,in what universe would a piece of paper ever beat a rock?,season_3,60,5,27
phineas,hey let's see the little guys.,season_3,60,6,29
baljeet,okay but do not expect too much from them.,season_3,60,6,30
phineas,what's wrong with them?,season_3,60,7,32
baljeet,they appear to have been domesticated. they have no squirrel skills. check it out.,season_3,60,7,33
baljeet,here little squirrellies. here is a nut.,season_3,60,8,35
phineas,i see what you mean. no squirrel skills. ferb i... oh that's right he went to debate camp today.,season_3,60,9,37
baljeet,oh oh! i will be ferb! i have been practicing!,season_3,60,9,38
isabella,that's pretty good baljeet.,season_3,60,10,40
phineas,wow! it's as if he's right in front of us.,season_3,60,10,41
buford,oh! oh! say where's perry? now. i've been practicing.,season_3,60,11,43
phineas,okay. where's perry?,season_3,60,11,44
buford,i don't know. what are you asking me for?,season_3,60,11,45
phineas,and so that's how the day began. hey where's perry now?,season_3,60,12,47
major monogram,welcome back agent p. we hope you had a pleasant day off. anyways there's a crisis brewing in danville luck. wow guess he's in a hurry.,season_3,60,14,50
phineas,it was about that time that candace came up to us and said...,season_3,60,16,53
candace,phineas and ferb! i demand to know what it is that you've got planned today!,season_3,60,17,55
phineas,yeah that.,season_3,60,17,56
baljeet,exactly like yesterday!,season_3,60,17,57
buford,except for the ferb part.,season_3,60,17,58
